m,TagName,
"2016-11-01 00:00:00","java","15639"
"2016-11-01 00:00:00","javascript","20507"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11928"
"2016-11-01 00:00:00","python","14175"
"2016-11-01 00:00:00","r","3558"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4360"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2793"
"2016-12-01 00:00:00","c#","10683"
"2016-12-01 00:00:00","c++","5223"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13839"
"2016-12-01 00:00:00","javascript","19794"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11473"
"2016-12-01 00:00:00","python","13041"
"2016-12-01 00:00:00","r","3148"
"2016-12-01 00:00:00","ruby","1626"
"2016-12-01 00:00:00","swift","3927"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2756"
"2017-01-01 00:00:00","c#","11688"
"2017-01-01 00:00:00","c++","5647"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14549"
"2017-01-01 00:00:00","javascript","21386"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12603"
"2017-01-01 00:00:00","python","14266"
"2017-01-01 00:00:00","r","3488"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4335"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11486"
"2017-02-01 00:00:00","c++","5164"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14552"
"2017-02-01 00:00:00","javascript","21173"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12475"
"2017-02-01 00:00:00","python","14760"
"2017-02-01 00:00:00","r","3675"
"2017-02-01 00:00:00","ruby","1625"
"2017-02-01 00:00:00","swift","4053"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c","2968"
"2017-03-01 00:00:00","c#","12981"
"2017-03-01 00:00:00","c++","6218"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17294"
"2017-03-01 00:00:00","javascript","23692"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","14031"
"2017-03-01 00:00:00","python","17113"
"2017-03-01 00:00:00","r","4602"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4610"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2850"
"2017-04-01 00:00:00","c#","11085"
"2017-04-01 00:00:00","c++","5873"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15917"
"2017-04-01 00:00:00","javascript","21225"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12390"
"2017-04-01 00:00:00","python","15633"
"2017-04-01 00:00:00","r","4262"
"2017-04-01 00:00:00","ruby","1487"
"2017-04-01 00:00:00","swift","3909"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2741"
"2017-05-01 00:00:00","c#","11969"
"2017-05-01 00:00:00","c++","5296"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16325"
"2017-05-01 00:00:00","javascript","22380"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13018"
"2017-05-01 00:00:00","python","16179"
"2017-05-01 00:00:00","r","4314"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4091"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2351"
"2017-06-01 00:00:00","c#","11297"
"2017-06-01 00:00:00","c++","4682"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14615"
"2017-06-01 00:00:00","javascript","21561"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11729"
"2017-06-01 00:00:00","python","16010"
"2017-06-01 00:00:00","r","4447"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","swift","4195"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2047"
"2017-07-01 00:00:00","c#","11195"
"2017-07-01 00:00:00","c++","5018"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","656"
"2017-07-01 00:00:00","java","14123"
"2017-07-01 00:00:00","javascript","21598"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11754"
"2017-07-01 00:00:00","python","16904"
"2017-07-01 00:00:00","r","4579"
"2017-07-01 00:00:00","ruby","1520"
"2017-07-01 00:00:00","swift","4344"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2039"
"2017-08-01 00:00:00","c#","10946"
"2017-08-01 00:00:00","c++","4786"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13743"
"2017-08-01 00:00:00","javascript","21325"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11621"
"2017-08-01 00:00:00","python","16456"
"2017-08-01 00:00:00","r","4568"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4177"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2100"
"2017-09-01 00:00:00","c#","9870"
"2017-09-01 00:00:00","c++","4466"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12742"
"2017-09-01 00:00:00","javascript","18978"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10675"
"2017-09-01 00:00:00","python","15442"
"2017-09-01 00:00:00","r","4220"
"2017-09-01 00:00:00","ruby","1221"
"2017-09-01 00:00:00","swift","3759"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2776"
"2017-10-01 00:00:00","c#","10227"
"2017-10-01 00:00:00","c++","5216"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","java","13998"
"2017-10-01 00:00:00","javascript","19853"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10806"
"2017-10-01 00:00:00","python","16927"
"2017-10-01 00:00:00","r","4540"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3898"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2949"
"2017-11-01 00:00:00","c#","9785"
"2017-11-01 00:00:00","c++","5033"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14168"
"2017-11-01 00:00:00","javascript","19397"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10577"
"2017-11-01 00:00:00","python","16960"
"2017-11-01 00:00:00","r","4503"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3663"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2194"
"2017-12-01 00:00:00","c#","8604"
"2017-12-01 00:00:00","c++","4455"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","525"
"2017-12-01 00:00:00","java","11966"
"2017-12-01 00:00:00","javascript","16965"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9113"
"2017-12-01 00:00:00","python","14929"
"2017-12-01 00:00:00","r","3715"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3199"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2213"
"2018-01-01 00:00:00","c#","9370"
"2018-01-01 00:00:00","c++","4751"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12333"
"2018-01-01 00:00:00","javascript","18885"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10092"
"2018-01-01 00:00:00","python","16227"
"2018-01-01 00:00:00","r","4199"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3741"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2143"
"2018-02-01 00:00:00","c#","8577"
"2018-02-01 00:00:00","c++","4566"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","580"
"2018-02-01 00:00:00","java","12021"
"2018-02-01 00:00:00","javascript","17212"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9107"
"2018-02-01 00:00:00","python","16292"
"2018-02-01 00:00:00","r","4498"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3405"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2463"
"2018-03-01 00:00:00","c#","9787"
"2018-03-01 00:00:00","c++","5181"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13551"
"2018-03-01 00:00:00","javascript","19140"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9810"
"2018-03-01 00:00:00","python","17894"
"2018-03-01 00:00:00","r","5102"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4044"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2182"
"2018-04-01 00:00:00","c#","9234"
"2018-04-01 00:00:00","c++","4660"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13481"
"2018-04-01 00:00:00","javascript","17947"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8921"
"2018-04-01 00:00:00","python","16973"
"2018-04-01 00:00:00","r","4728"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3569"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2365"
"2018-05-01 00:00:00","c#","9925"
"2018-05-01 00:00:00","c++","4684"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","631"
"2018-05-01 00:00:00","java","13460"
"2018-05-01 00:00:00","javascript","18057"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9441"
"2018-05-01 00:00:00","python","17561"
"2018-05-01 00:00:00","r","4732"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3616"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1835"
"2018-06-01 00:00:00","c#","8786"
"2018-06-01 00:00:00","c++","4097"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","675"
"2018-06-01 00:00:00","java","11780"
"2018-06-01 00:00:00","javascript","17175"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8416"
"2018-06-01 00:00:00","python","16795"
"2018-06-01 00:00:00","r","4484"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3140"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9401"
"2018-07-01 00:00:00","c++","3910"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11744"
"2018-07-01 00:00:00","javascript","17787"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8535"
"2018-07-01 00:00:00","python","17930"
"2018-07-01 00:00:00","r","4404"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3667"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1680"
"2018-08-01 00:00:00","c#","9481"
"2018-08-01 00:00:00","c++","3900"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","706"
"2018-08-01 00:00:00","java","11292"
"2018-08-01 00:00:00","javascript","17841"
"2018-08-01 00:00:00","perl","228"
"2018-08-01 00:00:00","php","8460"
"2018-08-01 00:00:00","python","17712"
"2018-08-01 00:00:00","r","4102"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3568"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1836"
"2018-09-01 00:00:00","c#","8356"
"2018-09-01 00:00:00","c++","3738"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","675"
"2018-09-01 00:00:00","java","10711"
"2018-09-01 00:00:00","javascript","15993"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7639"
"2018-09-01 00:00:00","python","15991"
"2018-09-01 00:00:00","r","3756"
"2018-09-01 00:00:00","ruby","777"
"2018-09-01 00:00:00","swift","3137"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2446"
"2018-10-01 00:00:00","c#","9326"
"2018-10-01 00:00:00","c++","4306"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","790"
"2018-10-01 00:00:00","java","12487"
"2018-10-01 00:00:00","javascript","17393"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8148"
"2018-10-01 00:00:00","python","18127"
"2018-10-01 00:00:00","r","4358"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3267"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2521"
"2018-11-01 00:00:00","c#","8466"
"2018-11-01 00:00:00","c++","4338"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11693"
"2018-11-01 00:00:00","javascript","16155"
"2018-11-01 00:00:00","perl","237"
"2018-11-01 00:00:00","php","7064"
"2018-11-01 00:00:00","python","17996"
"2018-11-01 00:00:00","r","4227"
"2018-11-01 00:00:00","ruby","834"
"2018-11-01 00:00:00","swift","2976"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2190"
"2018-12-01 00:00:00","c#","7542"
"2018-12-01 00:00:00","c++","3556"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10429"
"2018-12-01 00:00:00","javascript","14259"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","php","6186"
"2018-12-01 00:00:00","python","15708"
"2018-12-01 00:00:00","r","3398"
"2018-12-01 00:00:00","ruby","807"
"2018-12-01 00:00:00","swift","2782"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2281"
"2019-01-01 00:00:00","c#","8741"
"2019-01-01 00:00:00","c++","3903"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","658"
"2019-01-01 00:00:00","java","11016"
"2019-01-01 00:00:00","javascript","16001"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7163"
"2019-01-01 00:00:00","python","16929"
"2019-01-01 00:00:00","r","3943"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2905"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2052"
"2019-02-01 00:00:00","c#","8344"
"2019-02-01 00:00:00","c++","3728"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10977"
"2019-02-01 00:00:00","javascript","15667"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7258"
"2019-02-01 00:00:00","python","17502"
"2019-02-01 00:00:00","r","4248"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2681"
"2019-03-01 00:00:00","assembly","275"
"2019-03-01 00:00:00","c","2380"
"2019-03-01 00:00:00","c#","8950"
"2019-03-01 00:00:00","c++","4421"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12025"
"2019-03-01 00:00:00","javascript","17309"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7765"
"2019-03-01 00:00:00","python","19880"
"2019-03-01 00:00:00","r","4493"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2946"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2428"
"2019-04-01 00:00:00","c#","9106"
"2019-04-01 00:00:00","c++","4372"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11152"
"2019-04-01 00:00:00","javascript","16148"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7145"
"2019-04-01 00:00:00","python","19806"
"2019-04-01 00:00:00","r","4597"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3074"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2090"
"2019-05-01 00:00:00","c#","9016"
"2019-05-01 00:00:00","c++","4122"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","673"
"2019-05-01 00:00:00","java","11084"
"2019-05-01 00:00:00","javascript","16124"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6935"
"2019-05-01 00:00:00","python","18872"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3104"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7597"
"2019-06-01 00:00:00","c++","3638"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9622"
"2019-06-01 00:00:00","javascript","14789"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","5991"
"2019-06-01 00:00:00","python","17214"
"2019-06-01 00:00:00","r","3946"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3086"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1752"
"2019-07-01 00:00:00","c#","8439"
"2019-07-01 00:00:00","c++","4262"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","627"
"2019-07-01 00:00:00","java","10820"
"2019-07-01 00:00:00","javascript","16130"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6643"
"2019-07-01 00:00:00","python","19736"
"2019-07-01 00:00:00","r","4199"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3035"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1550"
"2019-08-01 00:00:00","c#","7701"
"2019-08-01 00:00:00","c++","3289"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9075"
"2019-08-01 00:00:00","javascript","15197"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5800"
"2019-08-01 00:00:00","python","18020"
"2019-08-01 00:00:00","r","3950"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2538"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2004"
"2019-09-01 00:00:00","c#","7836"
"2019-09-01 00:00:00","c++","3777"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","619"
"2019-09-01 00:00:00","java","9660"
"2019-09-01 00:00:00","javascript","14868"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5553"
"2019-09-01 00:00:00","python","16861"
"2019-09-01 00:00:00","r","3935"
"2019-09-01 00:00:00","ruby","717"
"2019-09-01 00:00:00","swift","2552"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2477"
"2019-10-01 00:00:00","c#","8404"
"2019-10-01 00:00:00","c++","4835"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","634"
"2019-10-01 00:00:00","java","11198"
"2019-10-01 00:00:00","javascript","15961"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6040"
"2019-10-01 00:00:00","python","20431"
"2019-10-01 00:00:00","r","4383"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3097"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2507"
"2019-11-01 00:00:00","c#","8011"
"2019-11-01 00:00:00","c++","4727"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","go","602"
"2019-11-01 00:00:00","java","10310"
"2019-11-01 00:00:00","javascript","15740"
"2019-11-01 00:00:00","perl","222"
"2019-11-01 00:00:00","php","6068"
"2019-11-01 00:00:00","python","20583"
"2019-11-01 00:00:00","r","4284"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2872"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2144"
"2019-12-01 00:00:00","c#","7204"
"2019-12-01 00:00:00","c++","4198"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","616"
"2019-12-01 00:00:00","java","9022"
"2019-12-01 00:00:00","javascript","14301"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5219"
"2019-12-01 00:00:00","python","18092"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","666"
"2019-12-01 00:00:00","swift","2662"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2051"
"2020-01-01 00:00:00","c#","7800"
"2020-01-01 00:00:00","c++","4229"
"2020-01-01 00:00:00","delphi","164"
"2020-01-01 00:00:00","go","648"
"2020-01-01 00:00:00","java","9949"
"2020-01-01 00:00:00","javascript","16008"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5884"
"2020-01-01 00:00:00","python","19955"
"2020-01-01 00:00:00","r","4146"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","swift","2895"
"2020-02-01 00:00:00","assembly","272"
"2020-02-01 00:00:00","c","1980"
"2020-02-01 00:00:00","c#","7716"
"2020-02-01 00:00:00","c++","4088"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","662"
"2020-02-01 00:00:00","java","10036"
"2020-02-01 00:00:00","javascript","15723"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5670"
"2020-02-01 00:00:00","python","20035"
"2020-02-01 00:00:00","r","4677"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2759"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2485"
"2020-03-01 00:00:00","c#","7782"
"2020-03-01 00:00:00","c++","4640"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","653"
"2020-03-01 00:00:00","java","11052"
"2020-03-01 00:00:00","javascript","17561"
"2020-03-01 00:00:00","perl","198"
"2020-03-01 00:00:00","php","5651"
"2020-03-01 00:00:00","python","22675"
"2020-03-01 00:00:00","r","5120"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2907"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3251"
"2020-04-01 00:00:00","c#","8578"
"2020-04-01 00:00:00","c++","6219"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","go","796"
"2020-04-01 00:00:00","java","12610"
"2020-04-01 00:00:00","javascript","20887"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6622"
"2020-04-01 00:00:00","python","27607"
"2020-04-01 00:00:00","r","6167"
"2020-04-01 00:00:00","ruby","768"
"2020-04-01 00:00:00","swift","3448"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3372"
"2020-05-01 00:00:00","c#","8592"
"2020-05-01 00:00:00","c++","6410"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","751"
"2020-05-01 00:00:00","java","12011"
"2020-05-01 00:00:00","javascript","21470"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6517"
"2020-05-01 00:00:00","python","29444"
"2020-05-01 00:00:00","r","6012"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3519"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2593"
"2020-06-01 00:00:00","c#","7893"
"2020-06-01 00:00:00","c++","5625"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10826"
"2020-06-01 00:00:00","javascript","19806"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5924"
"2020-06-01 00:00:00","python","27100"
"2020-06-01 00:00:00","r","5433"
"2020-06-01 00:00:00","ruby","613"
"2020-06-01 00:00:00","swift","3160"
"2020-07-01 00:00:00","assembly","274"
"2020-07-01 00:00:00","c","2097"
"2020-07-01 00:00:00","c#","7810"
"2020-07-01 00:00:00","c++","5161"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","643"
"2020-07-01 00:00:00","java","10438"
"2020-07-01 00:00:00","javascript","19872"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5927"
"2020-07-01 00:00:00","python","26262"
"2020-07-01 00:00:00","r","4939"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2987"
"2020-08-01 00:00:00","assembly","266"
"2020-08-01 00:00:00","c","1894"
"2020-08-01 00:00:00","c#","7065"
"2020-08-01 00:00:00","c++","4777"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","708"
"2020-08-01 00:00:00","java","9307"
"2020-08-01 00:00:00","javascript","18039"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4979"
"2020-08-01 00:00:00","python","23037"
"2020-08-01 00:00:00","r","4496"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2679"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2161"
"2020-09-01 00:00:00","c#","6452"
"2020-09-01 00:00:00","c++","3920"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","728"
"2020-09-01 00:00:00","java","8939"
"2020-09-01 00:00:00","javascript","16765"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4774"
"2020-09-01 00:00:00","python","21743"
"2020-09-01 00:00:00","r","4756"
"2020-09-01 00:00:00","ruby","514"
"2020-09-01 00:00:00","swift","2562"
"2020-10-01 00:00:00","assembly","344"
"2020-10-01 00:00:00","c","2378"
"2020-10-01 00:00:00","c#","6196"
"2020-10-01 00:00:00","c++","4326"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8937"
"2020-10-01 00:00:00","javascript","16426"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4584"
"2020-10-01 00:00:00","python","22803"
"2020-10-01 00:00:00","r","5070"
"2020-10-01 00:00:00","ruby","492"
"2020-10-01 00:00:00","swift","2319"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2698"
"2020-11-01 00:00:00","c#","5983"
"2020-11-01 00:00:00","c++","4319"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","529"
"2020-11-01 00:00:00","java","8485"
"2020-11-01 00:00:00","javascript","15525"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4621"
"2020-11-01 00:00:00","python","22192"
"2020-11-01 00:00:00","r","4804"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2163"
"2020-12-01 00:00:00","assembly","298"
